,parallax,parallax_error,pf,pf_error,int_average_g,int_average_g_error,int_average_bp,int_average_bp_error,int_average_rp,int_average_rp_error,absMag,type_best_classification
6477,-0.0063991048660119,0.04580801,,,16.916979,0.008405318,17.15975,0.014132743,16.46793,0.007143465,,DCEP
6478,-0.1502932008030342,0.06634889,,,17.212107,0.0038691652,17.438099,0.0102878865,16.632845,0.010533707,,DCEP
6479,-0.0062580728088826,0.053677153,,,17.02149,0.0016833333,17.338259,0.011412946,16.536253,0.0044930433,,DCEP
6480,-0.0383237804422782,0.02479229,4.508189853800442,0.00032643147,15.546278,0.005510012,15.858849,0.006296666,15.0134535,0.00570732,,DCEP
6481,-0.0863985507610118,0.05947555,10.088934903039595,0.0017305762,17.127785,0.006927629,17.57525,0.04619225,16.507046,0.006302883,,T2CEP
6482,-0.0555959927521173,0.02013376,9.179096876861555,0.00049104175,14.795167,0.0006573191,15.243124,0.0016918676,14.182402,0.0034485788,,DCEP
6483,0.2943213500238619,0.13754837,1.888112167807881,0.00010873036,17.18864,0.022235293,17.34431,0.01858232,16.606905,0.018976426,3.951013834474299,ACEP
6484,-0.1050481356154314,0.074730046,1.6066926216307742,6.474879e-05,17.456772,0.028833328,17.627956,0.048044812,17.026443,0.05544504,,ACEP
6485,0.0133535508332444,0.035558846,4.713247697000907,0.0001289309,16.190716,0.0021897065,16.713736,0.0031575337,15.514113,0.008695341,-3.8579031800229853,DCEP
6486,-0.048038582496638,0.04012016,3.636018618634985,0.00053818774,16.22781,0.017187795,16.533718,0.015820215,15.549479,0.028856883,,DCEP
6487,-0.0137187527226075,0.046645723,3.264020638453692,6.441348e-05,16.75048,0.0007987446,17.257338,0.0073789028,16.06222,0.0055314666,,DCEP
6488,-0.121453521890457,0.16311044,,,18.210274,0.008211026,18.374605,0.026055519,17.334597,0.013586021,,DCEP
6489,-0.2333189713827009,0.12062024,2.5363338143653644,8.179663e-05,18.199371,0.0048528383,18.97553,0.026149534,17.31328,0.012252669,,T2CEP
